id,cluster,prob_cluster_0,prob_cluster_1
470.0,1,1.3674288442398938e-13,0.9999999999998863
471.0,1,9.965534207258105e-21,1.0
472.0,0,0.9999341799189573,6.582008105712888e-05
473.0,1,2.345443829451027e-13,0.9999999999997726
474.0,0,0.9999999999984084,1.5796937098904696e-12
475.0,0,0.9999999835349344,1.6465071894513133e-08
476.0,0,1.0,3.5844367984366033e-23
477.0,1,2.1117047545502155e-22,1.0
478.0,0,0.9999999667263927,3.327360621261615e-08
479.0,0,0.9999999999998295,1.7929975238819698e-13
480.0,1,2.1210658364450637e-07,0.9999997878934094
481.0,1,6.885401327949631e-20,1.0
482.0,0,0.9999997991337384,2.0086626712485126e-07
483.0,0,0.9999999999266436,7.334763594797722e-11
484.0,0,0.9999990253945927,9.746054098436732e-07
485.0,0,1.0,3.9534161393862796e-30
486.0,1,3.135795564196654e-10,0.9999999996863949
487.0,0,0.9999485401794941,5.1459820477685165e-05
488.0,1,9.34157474415795e-22,1.0
489.0,1,3.1016319924532118e-24,1.0
490.0,1,6.498240498336371e-12,0.9999999999935199
491.0,0,1.0,1.613601970533593e-29
492.0,1,0.00010769195002148917,0.9998923080499654
493.0,1,7.963860511573147e-41,1.0
494.0,0,0.9999999999994884,5.126546451354459e-13
495.0,1,2.774209855244162e-16,1.0
496.0,0,0.9998500798676079,0.0001499201324136662
497.0,0,1.0,7.667457754500839e-34
498.0,1,4.1019075494777167e-07,0.9999995898092482
499.0,0,1.0,1.0912560766282144e-25
500.0,0,0.9970858093000602,0.0029141906999529356
501.0,0,1.0,2.4304692592981287e-22
502.0,0,1.0,5.266781156684627e-15
503.0,1,2.596416656907808e-06,0.999997403583353
504.0,1,2.0403415907954025e-29,1.0
505.0,0,0.9999999999985221,1.5037652155643494e-12
506.0,1,6.736308942058752e-26,1.0
507.0,0,0.9999999990876063,9.123801114162176e-10
508.0,0,1.0,6.099216035766217e-21
509.0,1,1.805525896338253e-06,0.9999981944741122
510.0,1,0.00046159889376625027,0.9995384011062284
511.0,1,1.6989594909237453e-06,0.9999983010404997
512.0,0,0.9999999999995737,4.123143716422309e-13
513.0,1,1.0302531826584625e-14,1.0
514.0,1,4.1609954217844747e-35,1.0
515.0,1,1.0554761264452565e-44,1.0
516.0,0,1.0,3.5519081063154935e-22
517.0,0,1.0,9.629680306121058e-28
518.0,0,0.9999999999993747,6.238470208095633e-13
519.0,0,0.9999999991125037,8.874979617231208e-10
520.0,0,1.0,3.3732573991143813e-15
521.0,1,4.0387453203965515e-28,1.0
522.0,0,1.0,4.0363534514205905e-16
523.0,0,1.0,1.8664102158215592e-16
524.0,1,1.2297859282037843e-13,0.9999999999998863
